"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"T766864C","NY","OMT","8760738091","02/06/2020","04:15P","INSP. STICKER-EXPIRED/MISSING","06/16/2022","65","60","0.21","0","125.21","0","044","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rMUVZM3BQUkVFMVRWRTlQUT09&locationName=_____________________)"
"HFN8986","NY","PAS","8823981840","04/29/2022","09:29A","NO PARKING-STREET CLEANING",,"65","30","0","0","95","0","001","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJOVkdjd1RVRTlQUT09&locationName=_____________________)"
"KTH4962","NY","PAS","9002458423","07/25/2022","09:05A","FIRE HYDRANT",,"115","30","0","0","145","0","060","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEZQUkZGNVRYYzlQUT09&locationName=_____________________)"
"KNR6815","NY","PAS","8584869700","10/18/2022","02:04P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVaekpQVkdOM1RVRTlQUT09&locationName=_____________________)"
"FP113449","IL","PAS","8823981682","04/29/2022","08:09A","NO STANDING-EXC. TRUCK LOADING",,"95","30","0","0","125","0","001","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJOVkZrMFRXYzlQUT09&locationName=_____________________)"
"CFC9070","NC","PAS","7777110305","10/06/2014",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wak0wNTZSWGhOUkUxM1RsRTlQUT09&locationName=_____________________)"
"KKY8437","NY","PAS","4811225417","11/07/2022","09:36P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkZGNFRuYzlQUT09&locationName=_____________________)"
"HVK5486","NY","PAS","8995165200","07/06/2021","11:43A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpPVkVsM1RVRTlQUT09&locationName=_____________________)"
"KVP6828","NY","PAS","8567841240","12/04/2022","10:48A","NO STANDING-DAY/TIME LIMITS","03/23/2023","115","60","2.11","0.22","176.89","0","047","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNTZaekJOVkVrd1RVRTlQUT09&locationName=_____________________)"
"T91NJU","NJ","PAS","4842469808","05/22/2023","08:46A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkdkM1QwRTlQUT09&locationName=_____________________)"
"KHH6068","NY","PAS","8841019864","11/16/2020","10:40A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","115","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRWGhQVkdjeVRrRTlQUT09&locationName=_____________________)"
"RNH7800","GA","PAS","9085879905","11/02/2023","02:44P","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","075","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FNVVaek5QVkd0M1RsRTlQUT09&locationName=_____________________)"
"45BG77","NY","LMB","8913907331","03/19/2021","07:35A","FIRE HYDRANT",,"115","0","0","115","0","0","013","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2RPZWsxNlRWRTlQUT09&locationName=_____________________)"
"JFJ3399","NY","PAS","9007714351","09/30/2022","08:42A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNTZZM2hPUkUweFRWRTlQUT09&locationName=_____________________)"
"61145NA","NY","COM","8959114261","02/03/2022","02:10P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","047","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOVVSWGhPUkVreVRWRTlQUT09&locationName=_____________________)"
"CJW8986","NY","PAS","8959159270","02/04/2022","01:39P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOVVSVEZQVkVrelRVRTlQUT09&locationName=_____________________)"
"JHA5652","NY","PAS","8959159736","02/08/2022","03:14P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOVVSVEZQVkdONlRtYzlQUT09&locationName=_____________________)"
"HCV6365","NC","PAS","8864080260","12/22/2021","03:41P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOUkVreVRVRTlQUT09&locationName=_____________________)"
"KHF4793","NY","PAS","8823981967","05/02/2022","07:08A","NO PARKING-DAY/TIME LIMITS","08/18/2022","65","60","0.06","0.06","125","0","005","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJOVkdzeVRuYzlQUT09&locationName=_____________________)"
"KKJ8359","NY","PAS","8959307968","01/17/2022","04:35P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","044","BX","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOVVUWGRPZW1zeVQwRTlQUT09&locationName=_____________________)"
"HXS8474","NY","PAS","8960306988","05/17/2021","08:04A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","044","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMUVUWGRPYW1zMFQwRTlQUT09&locationName=_____________________)"
"EWL5966","NY","PAS","8960462998","02/16/2022","11:15A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMUVVVEpOYW1zMVQwRTlQUT09&locationName=_____________________)"
"KHR3499","NY","PAS","8960464247","02/22/2022","03:26P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","041","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMUVVVEpPUkVrd1RuYzlQUT09&locationName=_____________________)"
"JZK5891","PA","PAS","8960560479","12/16/2021","11:53A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","043","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMUVWVEpOUkZFelQxRTlQUT09&locationName=_____________________)"
"KSJ5906","NY","PAS","8961633200","02/10/2022","08:45A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","046","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVXWHBOZWtsM1RVRTlQUT09&locationName=_____________________)"
"LSK7229","PA","PAS","8961633211","02/10/2022","08:50A","NO STANDING-EXC. AUTH. VEHICLE",,"95","0","0","0","95","0","046","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVXWHBOZWtsNFRWRTlQUT09&locationName=_____________________)"
"JHL2985","NY","PAS","8961989352","09/27/2021","03:06P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","048","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVhelJQVkUweFRXYzlQUT09&locationName=_____________________)"
"ETK5776","NY","PAS","8961999801","11/15/2021","09:04A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","052","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVhelZQVkdkM1RWRTlQUT09&locationName=_____________________)"
"KPD5513","NY","PAS","8962169137","10/30/2021","12:44P","NO STANDING-BUS STOP",,"115","0","0","0","115","0","046","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFSVEpQVkVWNlRuYzlQUT09&locationName=_____________________)"
"KGA5033","NY","PAS","8962174200","12/03/2021","11:56A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFSVE5PUkVsM1RVRTlQUT09&locationName=_____________________)"
"KJC1235","NY","PAS","8962208805","11/26/2021","11:45A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","052","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFTWGRQUkdkM1RsRTlQUT09&locationName=_____________________)"
"JHT5119","NY","PAS","8962360949","05/07/2021","09:54A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","043","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFUVEpOUkdzd1QxRTlQUT09&locationName=_____________________)"
"EHQ2810","MI","PAS","8962570051","07/23/2021","10:01A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","048","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFWVE5OUkVFeFRWRTlQUT09&locationName=_____________________)"
"KGS9126","NY","PAS","8962893733","12/10/2021","10:17A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","052","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFaelZOZW1ONlRYYzlQUT09&locationName=_____________________)"
"KJW1399","NY","PAS","8962932854","09/07/2021","10:36A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","040","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFhM3BOYW1jeFRrRTlQUT09&locationName=_____________________)"
"HRP6972","NY","PAS","8864080247","12/22/2021","03:27P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","061","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOUkVrd1RuYzlQUT09&locationName=_____________________)"
"633279","NY","PAS","8963289576","11/22/2021","10:31A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","052","BX","TRAFFIC","HEARING ADJOURNMENT","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZTVFJQVkZVelRtYzlQUT09&locationName=_____________________)"
"JMN5005","NY","PAS","8963435659","08/07/2021","08:25A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","045","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZVWHBPVkZreFQxRTlQUT09&locationName=_____________________)"
"DDM3775","NY","PAS","4842469833","05/22/2023","08:48A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkdkNlRYYzlQUT09&locationName=_____________________)"
"HEW6464","NY","PAS","9105541487","01/25/2024","09:37A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmQwNVVWVEJOVkZFMFRuYzlQUT09&locationName=_____________________)"
"GR2750","DC","PAS","8864081550","01/08/2022","01:36P","CROSSWALK",,"115","0","0","0","115","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOVkZVeFRVRTlQUT09&locationName=_____________________)"
"T495602","MD","PAS","8635214468","03/28/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNVVTWGhPUkZFeVQwRTlQUT09&locationName=_____________________)"
"EFA9504","NY","PAS","8850380010","06/11/2021","06:06A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","107","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOUkVGNFRVRTlQUT09&locationName=_____________________)"
"KRK1878","NY","PAS","8823981979","05/02/2022","07:09A","NO PARKING-DAY/TIME LIMITS",,"65","30","0","0","95","0","005","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJOVkdzelQxRTlQUT09&locationName=_____________________)"
"M58NZN","NJ","PAS","9113644440","03/15/2024","06:18A","FIRE HYDRANT",,"115","0","0","0","115","0","109","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFMTZXVEJPUkZFd1RVRTlQUT09&locationName=_____________________)"
"AFE2605","NY","PAS","8995166216","07/15/2021","12:31P","NON-COMPLIANCE W/ POSTED SIGN",,"60","0","0","0","60","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpPYWtsNFRtYzlQUT09&locationName=_____________________)"
"KSE5314","PA","PAS","8850380021","06/11/2021","06:10A","FIRE HYDRANT",,"115","0","0","0","115","0","107","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOUkVGNVRWRTlQUT09&locationName=_____________________)"
"KMC3138","NY","PAS","8584869840","10/18/2022","02:56P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVaekpQVkdjd1RVRTlQUT09&locationName=_____________________)"
"JBW6770","NY","PAS","8995166198","07/15/2021","12:30P","NON-COMPLIANCE W/ POSTED SIGN",,"60","0","0","0","60","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpPYWtVMVQwRTlQUT09&locationName=_____________________)"
"GCY7076","NY","PAS","5103109645","08/26/2018","09:06P","FAILURE TO STOP AT RED LIGHT","11/21/2018","50","25","20.82","0.09","95.73","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZSWGRQVkZrd1RsRTlQUT09&locationName=_____________________)"
"KXZ7879","NY","PAS","9085879980","11/02/2023","04:02P","BIKE LANE","02/22/2024","115","60","0.26","0.17","175.09","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FNVVaek5QVkdzMFRVRTlQUT09&locationName=_____________________)"
"UJS8021","VA","PAS","9002458927","07/26/2022","06:22A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","069","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEZQUkd0NVRuYzlQUT09&locationName=_____________________)"
"KJC2172","NY","PAS","8963689827","02/14/2022","01:53P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","043","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZXVFJQVkdkNVRuYzlQUT09&locationName=_____________________)"
"KPT9573","NY","PAS","8964125253","02/10/2022","12:08P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","052","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVSWGxPVkVreFRYYzlQUT09&locationName=_____________________)"
"2EE1928","MD","PAS","8850380045","06/11/2021","06:23A","FIRE HYDRANT",,"115","0","0","0","115","0","107","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOUkVFd1RsRTlQUT09&locationName=_____________________)"
"KKS5097","NY","OMS","8850380008","06/11/2021","06:03A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","107","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOUkVGM1QwRTlQUT09&locationName=_____________________)"
"HFK7879","NY","PAS","8964217226","02/10/2022","09:43P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVTWGhPZWtsNVRtYzlQUT09&locationName=_____________________)"
"HXA5252","NY","PAS","8850379997","06/10/2021","11:12A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVE5QVkdzMVRuYzlQUT09&locationName=_____________________)"
"KGP1931","NY","PAS","4842469948","05/22/2023","08:49A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVEpQVkdzd1QwRTlQUT09&locationName=_____________________)"
"HUZ5327","NY","PAS","8864081690","01/08/2022","03:15P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOVkZrMVRVRTlQUT09&locationName=_____________________)"
"JDY6667","NY","PAS","8979006755","03/31/2021","02:27P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVRWGRPYW1NeFRsRTlQUT09&locationName=_____________________)"
"D75KRK","NJ","PAS","8864081689","01/08/2022","03:10P","EXPIRED MUNI METER",,"35","0","0","0","35","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOVkZrMFQxRTlQUT09&locationName=_____________________)"
"KRZ9051","NY","PAS","8966598638","01/11/2022","04:28P","DOUBLE PARKING",,"115","30","0","0","145","0","052","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNXFWVFZQUkZsNlQwRTlQUT09&locationName=_____________________)"
"ZLP2398","PA","PAS","8823982418","05/03/2022","07:23A","PLTFRM LFTS LWRD POS COMM VEH",,"65","0","0","0","65","0","006","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJOYWxGNFQwRTlQUT09&locationName=_____________________)"
"KGE9621","NY","PAS","8864081604","01/08/2022","02:00P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOVkZsM1RrRTlQUT09&locationName=_____________________)"
"GDH3779","NY","PAS","8964427415","02/14/2022","11:04A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","043","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVVWGxPZWxGNFRsRTlQUT09&locationName=_____________________)"
"KND2251","NY","PAS","8964686123","02/02/2022","11:12A","NO STANDING-EXC. AUTH. VEHICLE",,"95","0","0","95","0","0","048","BX","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVXVFJPYWtWNVRYYzlQUT09&locationName=_____________________)"
"EM1GLO","NY","SPO","8964862193","02/18/2022","04:10P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","65","0","0","044","BX","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVaekpOYWtVMVRYYzlQUT09&locationName=_____________________)"
"KJT3531","NY","PAS","8965049118","02/18/2022","12:32P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVRVEJQVkVWNFQwRTlQUT09&locationName=_____________________)"
"HZT9374","NY","PAS","8966523328","07/24/2021","03:08P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","045","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNXFWWGxOZWsxNVQwRTlQUT09&locationName=_____________________)"
"GOYAAA","NY","SPO","8966585670","10/11/2021","02:30P","NO STANDING-BUS STOP",,"115","0","0","0","115","0","052","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNXFWVFJPVkZrelRVRTlQUT09&locationName=_____________________)"
"GRL4272","NY","PAS","8967440340","01/04/2022","01:18P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","040","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZVVEJOUkUwd1RVRTlQUT09&locationName=_____________________)"
"JSC2381","NY","PAS","8864081987","01/11/2022","01:58P","DOUBLE PARKING",,"115","0","0","0","115","0","068","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOVkdzMFRuYzlQUT09&locationName=_____________________)"
"JMG4518","NY","PAS","8995166850","07/16/2021","12:29P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpPYW1jeFRVRTlQUT09&locationName=_____________________)"
"KJW2025","NY","PAS","8995166710","07/16/2021","12:15P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpPYW1ONFRVRTlQUT09&locationName=_____________________)"
"JGA6631","NY","PAS","9064421810","07/06/2023","03:42P","NO STANDING-BUS STOP",,"115","0","0","0","115","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOVkdkNFRVRTlQUT09&locationName=_____________________)"
"JPF2931","NY","PAS","8967444308","02/09/2022","12:52P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","043","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZVVEJPUkUxM1QwRTlQUT09&locationName=_____________________)"
"KJZ7157","NY","PAS","8584871056","10/25/2022","02:40P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVaek5OVkVFeFRtYzlQUT09&locationName=_____________________)"
